IPv4-адрес,Критерий доступности,Сумма чисел
35.190.0.50,port_80_open,275
35.190.0.60,port_80_open,285
35.190.0.70,port_80_open,295
35.190.0.80,port_80_open,305
35.190.0.90,port_80_open,315
35.190.0.100,port_80_open,325
35.190.0.110,port_80_open,335
35.190.0.120,port_80_open,345
35.190.0.130,port_80_open,355
35.190.0.140,port_80_open,365
35.190.0.150,port_80_open,375
35.190.0.160,port_80_open,385
35.190.0.170,port_80_open,395
35.190.0.180,port_80_open,405
35.190.0.190,port_80_open,415
35.190.0.200,port_80_open,425
35.190.0.210,port_80_open,435
35.190.0.220,port_80_open,445
35.190.0.230,port_80_open,455
35.190.0.240,port_80_open,465
35.190.0.250,port_80_open,475
35.190.1.4,port_80_open,230
35.190.1.14,port_80_open,240
35.190.1.24,port_80_open,250
35.190.1.34,port_80_open,260
35.190.1.44,port_80_open,270
35.190.1.54,port_80_open,280
35.190.1.64,port_80_open,290
35.190.1.74,port_80_open,300
35.190.1.84,port_80_open,310
35.190.1.94,port_80_open,320
35.190.1.104,port_80_open,330
35.190.1.114,port_80_open,340
35.190.1.124,port_80_open,350
35.190.1.134,port_80_open,360
35.190.1.144,port_80_open,370
35.190.1.154,port_80_open,380
35.190.1.164,port_80_open,390
35.190.1.174,port_80_open,400
35.190.1.184,port_80_open,410
35.190.1.194,port_80_open,420
35.190.1.204,port_80_open,430
35.190.1.214,port_80_open,440
35.190.1.224,port_80_open,450
35.190.1.234,port_80_open,460
35.190.1.244,port_80_open,470
35.190.1.254,port_80_open,480
35.190.2.8,port_80_open,235
35.190.2.18,port_80_open,245
35.190.2.28,port_80_open,255
35.190.2.38,port_80_open,265
35.190.2.48,port_80_open,275
35.190.2.58,port_80_open,285
35.190.2.68,port_80_open,295
35.190.2.78,port_80_open,305
35.190.2.88,port_80_open,315
35.190.2.98,port_80_open,325
35.190.2.108,port_80_open,335
35.190.2.118,port_80_open,345
35.190.2.128,port_80_open,355
35.190.2.138,port_80_open,365
35.190.2.148,port_80_open,375
35.190.2.158,port_80_open,385
35.190.2.168,port_80_open,395
35.190.2.178,port_80_open,405
35.190.2.188,port_80_open,415
35.190.2.198,port_80_open,425
35.190.2.208,port_80_open,435
35.190.2.218,port_80_open,445
35.190.2.228,port_80_open,455
35.190.2.238,port_80_open,465
35.190.2.248,port_80_open,475
35.190.3.2,port_80_open,230
35.190.3.12,port_80_open,240
35.190.3.22,port_80_open,250
35.190.3.32,port_80_open,260
35.190.3.42,port_80_open,270
35.190.3.52,port_80_open,280
35.190.3.62,port_80_open,290
35.190.3.72,port_80_open,300
35.190.3.82,port_80_open,310
35.190.3.92,port_80_open,320
35.190.3.102,port_80_open,330
35.190.3.112,port_80_open,340
35.190.3.122,port_80_open,350
35.190.3.132,port_80_open,360
35.190.3.142,port_80_open,370
35.190.3.152,port_80_open,380
35.190.3.162,port_80_open,390
35.190.3.172,port_80_open,400
35.190.3.182,port_80_open,410
35.190.3.192,port_80_open,420
35.190.3.202,port_80_open,430
35.190.3.212,port_80_open,440
35.190.3.222,port_80_open,450
35.190.3.232,port_80_open,460
35.190.3.242,port_80_open,470
35.190.3.252,port_80_open,480
35.190.4.6,port_80_open,235
35.190.4.16,port_80_open,245
35.190.4.26,port_80_open,255
35.190.4.36,port_80_open,265
35.190.4.46,port_80_open,275
35.190.4.56,port_80_open,285
35.190.4.66,port_80_open,295
35.190.4.76,port_80_open,305
35.190.4.86,port_80_open,315
35.190.4.96,port_80_open,325
35.190.4.106,port_80_open,335
35.190.4.116,port_80_open,345
35.190.4.126,port_80_open,355
35.190.4.136,port_80_open,365
35.190.4.146,port_80_open,375
35.190.4.156,port_80_open,385
35.190.4.166,port_80_open,395
35.190.4.176,port_80_open,405
35.190.4.186,port_80_open,415
35.190.4.196,port_80_open,425
35.190.4.206,port_80_open,435
35.190.4.216,port_80_open,445
35.190.4.226,port_80_open,455
35.190.4.236,port_80_open,465
35.190.4.246,port_80_open,475
35.190.5.0,port_80_open,230
35.190.5.10,port_80_open,240
35.190.5.20,port_80_open,250
35.190.5.30,port_80_open,260
35.190.5.40,port_80_open,270
35.190.5.50,port_80_open,280
35.190.5.60,port_80_open,290
35.190.5.70,port_80_open,300
35.190.5.80,port_80_open,310
35.190.5.90,port_80_open,320
35.190.5.100,port_80_open,330
35.190.5.110,port_80_open,340
35.190.5.120,port_80_open,350
35.190.5.130,port_80_open,360
35.190.5.140,port_80_open,370
35.190.5.150,port_80_open,380
35.190.5.160,port_80_open,390
35.190.5.170,port_80_open,400
35.190.5.180,port_80_open,410
35.190.5.190,port_80_open,420
35.190.5.200,port_80_open,430
35.190.5.210,port_80_open,440
35.190.5.220,port_80_open,450
35.190.5.230,port_80_open,460
35.190.5.240,port_80_open,470
35.190.5.250,port_80_open,480
35.190.6.4,port_80_open,235
35.190.6.14,port_80_open,245
35.190.6.24,port_80_open,255
35.190.6.34,port_80_open,265
35.190.6.44,port_80_open,275
35.190.6.54,port_80_open,285
35.190.6.64,port_80_open,295
35.190.6.74,port_80_open,305
35.190.6.84,port_80_open,315
35.190.6.94,port_80_open,325
35.190.6.104,port_80_open,335
35.190.6.114,port_80_open,345
35.190.6.124,port_80_open,355
35.190.6.134,port_80_open,365
35.190.6.144,port_80_open,375
35.190.6.154,port_80_open,385
35.190.6.164,port_80_open,395
35.190.6.174,port_80_open,405
35.190.6.184,port_80_open,415
35.190.6.194,port_80_open,425
35.190.6.204,port_80_open,435
35.190.6.214,port_80_open,445
35.190.6.224,port_80_open,455
35.190.6.234,port_80_open,465
35.190.6.244,port_80_open,475
35.190.6.254,port_80_open,485
35.190.7.8,port_80_open,240
35.190.7.18,port_80_open,250
35.190.7.28,port_80_open,260
35.190.7.38,port_80_open,270
35.190.7.48,port_80_open,280
35.190.7.58,port_80_open,290
35.190.7.68,port_80_open,300
35.190.7.78,port_80_open,310
35.190.7.88,port_80_open,320
35.190.7.98,port_80_open,330
35.190.7.108,port_80_open,340
35.190.7.118,port_80_open,350
35.190.7.128,port_80_open,360
35.190.7.138,port_80_open,370
35.190.7.148,port_80_open,380
35.190.7.158,port_80_open,390
35.190.7.168,port_80_open,400
35.190.7.178,port_80_open,410
35.190.7.188,port_80_open,420
35.190.7.198,port_80_open,430
52.0.7.173,port_22_open,232
52.0.10.60,port_443_open,122
52.0.30.180,port_80_open,262
52.0.35.210,port_80_open,297
52.0.46.14,port_80_open,112
52.0.51.44,port_443_open,147
52.0.56.74,port_8080_open,182
52.0.63.247,port_80_open,362
52.0.92.28,port_443_open,172
52.0.94.171,port_80_open,317
52.0.107.118,port_80_open,277
52.0.110.5,port_80_open,167
52.0.120.65,port_80_open,237
52.0.127.238,port_22_open,417
52.0.130.125,port_80_open,307
52.0.150.245,port_80_open,447
52.0.161.49,port_443_open,262
52.0.168.222,port_80_open,442
52.0.184.56,port_80_open,292
52.0.237.243,port_80_open,532
52.0.240.130,port_80_open,422
52.0.250.190,port_80_open,492
52.1.2.107,port_80_open,162
52.1.7.137,port_80_open,197
52.1.20.84,port_443_open,157
52.1.33.31,port_80_open,117
52.1.45.234,port_80_open,332
52.1.51.8,port_80_open,112
52.1.58.181,port_80_open,292
52.1.63.211,port_443_open,327
52.1.74.15,port_80_open,142
52.1.84.75,port_443_open,212
52.1.94.135,port_443_open,282
52.1.102.52,port_80_open,207
52.1.112.112,port_443_open,277
52.1.117.142,port_443_open,312
52.1.120.29,port_80_open,202
52.1.125.59,port_80_open,237
52.1.135.119,port_80_open,307
52.1.140.149,port_80_open,342
52.1.143.36,port_443_open,232
52.1.155.239,port_80_open,447
52.1.161.13,port_80_open,227
52.1.163.156,port_8443_open,372
52.1.171.73,port_80_open,297
52.1.194.80,port_443_open,327
52.1.201.253,port_80_open,507
52.1.219.230,port_80_open,502
52.1.230.34,port_80_open,317
52.1.237.207,port_80_open,497
52.1.242.237,port_443_open,532
34.1.10.50,port_443_open,95
34.1.71.160,port_443_open,266
34.3.132.248,port_22_open,417
34.3.214.224,port_22_open,475
34.8.20.34,port_80_open,96
34.8.40.156,port_80_open,238
34.8.61.22,port_80_open,125
34.8.81.144,port_80_open,267
34.8.102.10,port_80_open,154
34.8.122.132,port_80_open,296
34.8.142.254,port_80_open,438
34.8.163.120,port_80_open,325
34.8.183.242,port_80_open,467
34.8.204.108,port_80_open,354
34.8.224.230,port_80_open,496
34.8.245.96,port_80_open,383
34.13.112.16,port_80_open,175
34.13.132.138,port_443_open,317
34.13.234.236,port_22_open,517
199.232.0.0,port_80_open,431
199.232.0.20,port_80_open,451
199.232.0.40,port_80_open,471
199.232.0.60,port_80_open,491
199.232.0.80,port_80_open,511
199.232.0.100,port_80_open,531
199.232.0.120,port_80_open,551
199.232.0.140,port_80_open,571
199.232.0.160,port_80_open,591
199.232.0.180,port_80_open,611
199.232.0.200,port_80_open,631
199.232.0.220,port_80_open,651
199.232.0.240,port_80_open,671
199.232.1.4,port_80_open,436
199.232.1.24,port_80_open,456
199.232.1.44,port_80_open,476
199.232.1.64,port_80_open,496
199.232.1.84,port_80_open,516
199.232.1.104,port_80_open,536
199.232.1.124,port_80_open,556
199.232.1.144,port_80_open,576
199.232.1.164,port_80_open,596
199.232.1.184,port_80_open,616
199.232.1.204,port_80_open,636
199.232.1.224,port_80_open,656
199.232.1.244,port_80_open,676
199.232.2.8,port_80_open,441
199.232.2.28,port_80_open,461
199.232.2.48,port_80_open,481
199.232.2.68,port_80_open,501
199.232.2.88,port_80_open,521
199.232.2.108,port_80_open,541
199.232.2.128,port_80_open,561
199.232.2.148,port_80_open,581
199.232.2.168,port_80_open,601
199.232.2.188,port_80_open,621
199.232.2.208,port_80_open,641
199.232.2.228,port_80_open,661
199.232.3.12,port_80_open,446
199.232.3.32,port_80_open,466
199.232.3.52,port_80_open,486
199.232.3.72,port_80_open,506
199.232.3.92,port_80_open,526
199.232.3.112,port_80_open,546
199.232.3.132,port_80_open,566
199.232.3.152,port_80_open,586
199.232.3.172,port_80_open,606
199.232.3.192,port_80_open,626
199.232.3.212,port_80_open,646
199.232.3.232,port_80_open,666
199.232.3.252,port_80_open,686
199.232.4.16,port_80_open,451
199.232.4.36,port_80_open,471
199.232.4.56,port_80_open,491
199.232.4.76,port_80_open,511
199.232.4.96,port_80_open,531
199.232.4.116,port_80_open,551
199.232.4.136,port_80_open,571
199.232.4.156,port_80_open,591
199.232.4.176,port_80_open,611
199.232.4.196,port_80_open,631
199.232.4.216,port_80_open,651
199.232.4.236,port_80_open,671
199.232.5.0,port_80_open,436
199.232.5.20,port_80_open,456
199.232.5.40,port_80_open,476
199.232.5.60,port_80_open,496
199.232.5.80,port_80_open,516
199.232.5.100,port_80_open,536
199.232.5.120,port_80_open,556
199.232.5.140,port_80_open,576
199.232.5.160,port_80_open,596
199.232.5.180,port_80_open,616
199.232.5.200,port_80_open,636
199.232.5.220,port_80_open,656
199.232.5.240,port_80_open,676
199.232.6.4,port_80_open,441
199.232.6.24,port_80_open,461
199.232.6.44,port_80_open,481
199.232.6.64,port_80_open,501
199.232.6.84,port_80_open,521
199.232.6.104,port_80_open,541
199.232.6.124,port_80_open,561
199.232.6.144,port_80_open,581
199.232.6.164,port_80_open,601
199.232.6.184,port_80_open,621
199.232.6.204,port_80_open,641
199.232.6.224,port_80_open,661
199.232.6.244,port_80_open,681
199.232.7.8,port_80_open,446
199.232.7.28,port_80_open,466
199.232.7.48,port_80_open,486
199.232.7.68,port_80_open,506
199.232.7.88,port_80_open,526
199.232.7.108,port_80_open,546
199.232.7.128,port_80_open,566
199.232.7.148,port_80_open,586
199.232.7.168,port_80_open,606
199.232.7.188,port_80_open,626
199.232.7.208,port_80_open,646
199.232.7.228,port_80_open,666
199.232.7.248,port_80_open,686
199.232.8.12,port_80_open,451
199.232.8.32,port_80_open,471
199.232.8.52,port_80_open,491
199.232.8.72,port_80_open,511
199.232.8.92,port_80_open,531
199.232.8.112,port_80_open,551
199.232.8.132,port_80_open,571
199.232.8.152,port_80_open,591
199.232.8.172,port_80_open,611
199.232.8.192,port_80_open,631
199.232.8.212,port_80_open,651
199.232.8.232,port_80_open,671
199.232.8.252,port_80_open,691
199.232.9.16,port_80_open,456
199.232.9.36,port_80_open,476
199.232.9.56,port_80_open,496
199.232.9.76,port_80_open,516
199.232.9.96,port_80_open,536
199.232.9.116,port_80_open,556
199.232.9.136,port_80_open,576
199.232.9.156,port_80_open,596
199.232.9.176,port_80_open,616
199.232.9.196,port_80_open,636
199.232.9.216,port_80_open,656
199.232.9.236,port_80_open,676
199.232.10.0,port_80_open,441
199.232.10.20,port_80_open,461
199.232.10.40,port_80_open,481
199.232.10.60,port_80_open,501
199.232.10.80,port_80_open,521
199.232.10.100,port_80_open,541
199.232.10.120,port_80_open,561
199.232.10.140,port_80_open,581
199.232.10.160,port_80_open,601
199.232.10.180,port_80_open,621
199.232.10.200,port_80_open,641
199.232.10.220,port_80_open,661
199.232.10.240,port_80_open,681
199.232.11.4,port_80_open,446
199.232.11.24,port_80_open,466
199.232.11.44,port_80_open,486
199.232.11.64,port_80_open,506
199.232.11.84,port_80_open,526
199.232.11.104,port_80_open,546
199.232.11.124,port_80_open,566
199.232.11.144,port_80_open,586
199.232.11.164,port_80_open,606
199.232.11.184,port_80_open,626
199.232.11.204,port_80_open,646
199.232.11.224,port_80_open,666
199.232.11.244,port_80_open,686
199.232.12.8,port_80_open,451
199.232.12.28,port_80_open,471
199.232.12.48,port_80_open,491
199.232.12.68,port_80_open,511
199.232.12.88,port_80_open,531
199.232.12.108,port_80_open,551
199.232.12.128,port_80_open,571
199.232.12.148,port_80_open,591
199.232.12.168,port_80_open,611
199.232.12.188,port_80_open,631
199.232.12.208,port_80_open,651
199.232.12.228,port_80_open,671
199.232.12.248,port_80_open,691
199.232.13.12,port_80_open,456
199.232.13.32,port_80_open,476
199.232.13.52,port_80_open,496
199.232.13.72,port_80_open,516
199.232.13.92,port_80_open,536
199.232.13.112,port_80_open,556
199.232.13.132,port_80_open,576
199.232.13.152,port_80_open,596
199.232.13.172,port_80_open,616
199.232.13.192,port_80_open,636
199.232.13.212,port_80_open,656
199.232.13.232,port_80_open,676
199.232.13.252,port_80_open,696
199.232.14.16,port_80_open,461
199.232.14.36,port_80_open,481
199.232.14.56,port_80_open,501
199.232.14.76,port_80_open,521
199.232.14.96,port_80_open,541
199.232.14.116,port_80_open,561
199.232.14.136,port_80_open,581
199.232.14.156,port_80_open,601
199.232.14.176,port_80_open,621
199.232.14.196,port_80_open,641
199.232.14.216,port_80_open,661
199.232.14.236,port_80_open,681
199.232.15.0,port_80_open,446
199.232.15.20,port_80_open,466
199.232.15.40,port_80_open,486
199.232.15.60,port_80_open,506
199.232.15.80,port_80_open,526
199.232.15.100,port_80_open,546
199.232.15.120,port_80_open,566
199.232.15.140,port_80_open,586
140.82.112.2,port_80_open,336
140.82.112.3,port_80_open,337
140.82.112.4,port_80_open,338
140.82.112.5,port_80_open,339
140.82.112.6,port_80_open,340
140.82.112.9,port_80_open,343
140.82.112.10,port_80_open,344
140.82.112.11,port_80_open,345
140.82.112.12,port_80_open,346
140.82.112.13,port_80_open,347
140.82.112.14,port_80_open,348
140.82.112.15,port_80_open,349
140.82.112.16,port_80_open,350
140.82.112.17,port_80_open,351
140.82.112.18,port_80_open,352
140.82.112.19,port_80_open,353
140.82.112.20,port_80_open,354
140.82.112.21,port_80_open,355
140.82.112.22,port_80_open,356
140.82.112.23,port_80_open,357
140.82.112.24,port_80_open,358
140.82.112.25,port_443_open,359
140.82.112.26,port_443_open,360
140.82.112.27,port_80_open,361
140.82.112.28,port_80_open,362
140.82.112.29,port_80_open,363
140.82.112.30,port_80_open,364
140.82.112.31,port_25_open,365
140.82.112.32,port_25_open,366
140.82.112.33,port_80_open,367
140.82.112.34,port_80_open,368
140.82.112.35,port_80_open,369
140.82.112.36,port_80_open,370
140.82.112.37,port_443_open,371
140.82.112.38,port_443_open,372
140.82.112.41,port_443_open,375
140.82.112.42,port_443_open,376
185.199.108.0,port_80_open,492
185.199.108.1,port_80_open,493
185.199.108.2,port_80_open,494
185.199.108.3,port_80_open,495
185.199.108.4,port_80_open,496
185.199.108.5,port_80_open,497
185.199.108.6,port_80_open,498
185.199.108.7,port_80_open,499
185.199.108.8,port_80_open,500
185.199.108.9,port_80_open,501
185.199.108.10,port_80_open,502
185.199.108.11,port_80_open,503
185.199.108.12,port_80_open,504
185.199.108.13,port_80_open,505
185.199.108.14,port_80_open,506
185.199.108.15,port_80_open,507
185.199.108.16,port_80_open,508
185.199.108.17,port_80_open,509
185.199.108.18,port_80_open,510
185.199.108.19,port_80_open,511
185.199.108.20,port_80_open,512
185.199.108.21,port_80_open,513
185.199.108.22,port_80_open,514
185.199.108.23,port_80_open,515
185.199.108.24,port_80_open,516
185.199.108.25,port_80_open,517
185.199.108.26,port_80_open,518
185.199.108.27,port_80_open,519
185.199.108.28,port_80_open,520
185.199.108.29,port_80_open,521
185.199.108.30,port_80_open,522
185.199.108.31,port_80_open,523
185.199.108.32,port_80_open,524
185.199.108.33,port_80_open,525
185.199.108.34,port_80_open,526
185.199.108.35,port_80_open,527
185.199.108.36,port_80_open,528
185.199.108.37,port_80_open,529
185.199.108.38,port_80_open,530
185.199.108.39,port_80_open,531
185.199.108.40,port_80_open,532
185.199.108.41,port_80_open,533
185.199.108.42,port_80_open,534
185.199.108.43,port_80_open,535
185.199.108.44,port_80_open,536
185.199.108.45,port_80_open,537
185.199.108.46,port_80_open,538
185.199.108.47,port_80_open,539
185.199.108.48,port_80_open,540
185.199.108.49,port_80_open,541
185.199.108.50,port_80_open,542
185.199.108.51,port_80_open,543
185.199.108.52,port_80_open,544
185.199.108.53,port_80_open,545
185.199.108.54,port_80_open,546
185.199.108.55,port_80_open,547
185.199.108.56,port_80_open,548
185.199.108.57,port_80_open,549
185.199.108.58,port_80_open,550
185.199.108.59,port_80_open,551
185.199.108.60,port_80_open,552
185.199.108.61,port_80_open,553
185.199.108.62,port_80_open,554
185.199.108.63,port_80_open,555
185.199.108.64,port_80_open,556
185.199.108.65,port_80_open,557
185.199.108.66,port_80_open,558
185.199.108.67,port_80_open,559
185.199.108.68,port_80_open,560
185.199.108.69,port_80_open,561
185.199.108.70,port_80_open,562
185.199.108.71,port_80_open,563
185.199.108.72,port_80_open,564
185.199.108.73,port_80_open,565
185.199.108.74,port_80_open,566
185.199.108.75,port_80_open,567
185.199.108.76,port_80_open,568
185.199.108.77,port_80_open,569
185.199.108.78,port_80_open,570
185.199.108.79,port_80_open,571
185.199.108.80,port_80_open,572
185.199.108.81,port_80_open,573
185.199.108.82,port_80_open,574
185.199.108.83,port_80_open,575
185.199.108.84,port_80_open,576
185.199.108.85,port_80_open,577
185.199.108.86,port_80_open,578
185.199.108.87,port_80_open,579
185.199.108.88,port_80_open,580
185.199.108.89,port_80_open,581
185.199.108.90,port_80_open,582
185.199.108.91,port_80_open,583
185.199.108.92,port_80_open,584
185.199.108.93,port_80_open,585
185.199.108.94,port_80_open,586
185.199.108.95,port_80_open,587
185.199.108.96,port_80_open,588
185.199.108.97,port_80_open,589
185.199.108.98,port_80_open,590
185.199.108.99,port_80_open,591
185.199.108.100,port_80_open,592
185.199.108.101,port_80_open,593
185.199.108.102,port_80_open,594
185.199.108.103,port_80_open,595
185.199.108.104,port_80_open,596
185.199.108.105,port_80_open,597
185.199.108.106,port_80_open,598
185.199.108.107,port_80_open,599
185.199.108.108,port_80_open,600
185.199.108.109,port_80_open,601
185.199.108.110,port_80_open,602
185.199.108.111,port_80_open,603
185.199.108.112,port_80_open,604
185.199.108.113,port_80_open,605
185.199.108.114,port_80_open,606
185.199.108.115,port_80_open,607
185.199.108.116,port_80_open,608
185.199.108.117,port_80_open,609
185.199.108.118,port_80_open,610
185.199.108.119,port_80_open,611
185.199.108.120,port_80_open,612
185.199.108.121,port_80_open,613
185.199.108.122,port_80_open,614
185.199.108.123,port_80_open,615
185.199.108.124,port_80_open,616
185.199.108.125,port_80_open,617
185.199.108.126,port_80_open,618
185.199.108.127,port_80_open,619
185.199.108.128,port_80_open,620
185.199.108.129,port_80_open,621
185.199.108.130,port_80_open,622
185.199.108.131,port_80_open,623
185.199.108.132,port_80_open,624
185.199.108.133,port_80_open,625
185.199.108.134,port_80_open,626
185.199.108.135,port_80_open,627
185.199.108.136,port_80_open,628
185.199.108.137,port_80_open,629
185.199.108.138,port_80_open,630
185.199.108.139,port_80_open,631
185.199.108.140,port_80_open,632
185.199.108.141,port_80_open,633
185.199.108.142,port_80_open,634
185.199.108.143,port_80_open,635
185.199.108.144,port_80_open,636
185.199.108.145,port_80_open,637
185.199.108.146,port_80_open,638
185.199.108.147,port_80_open,639
185.199.108.148,port_80_open,640
185.199.108.149,port_80_open,641
185.199.108.150,port_80_open,642
185.199.108.151,port_80_open,643
185.199.108.152,port_80_open,644
185.199.108.153,port_80_open,645
185.199.108.154,port_80_open,646
185.199.108.155,port_80_open,647
185.199.108.156,port_80_open,648
185.199.108.157,port_80_open,649
185.199.108.158,port_80_open,650
185.199.108.159,port_80_open,651
185.199.108.160,port_80_open,652
185.199.108.161,port_80_open,653
185.199.108.162,port_80_open,654
185.199.108.163,port_80_open,655
185.199.108.164,port_80_open,656
185.199.108.165,port_80_open,657
185.199.108.166,port_80_open,658
185.199.108.167,port_80_open,659
185.199.108.168,port_80_open,660
185.199.108.169,port_80_open,661
185.199.108.170,port_80_open,662
185.199.108.171,port_80_open,663
185.199.108.172,port_80_open,664
185.199.108.173,port_80_open,665
185.199.108.174,port_80_open,666
185.199.108.175,port_80_open,667
185.199.108.176,port_80_open,668
185.199.108.177,port_80_open,669
185.199.108.178,port_80_open,670
185.199.108.179,port_80_open,671
185.199.108.180,port_80_open,672
185.199.108.181,port_80_open,673
185.199.108.182,port_80_open,674
185.199.108.183,port_80_open,675
185.199.108.184,port_80_open,676
185.199.108.185,port_80_open,677
185.199.108.186,port_80_open,678
185.199.108.187,port_80_open,679
185.199.108.188,port_80_open,680
185.199.108.189,port_80_open,681
185.199.108.190,port_80_open,682
185.199.108.191,port_80_open,683
185.199.108.192,port_80_open,684
185.199.108.193,port_80_open,685
185.199.108.194,port_80_open,686
185.199.108.195,port_80_open,687
185.199.108.196,port_80_open,688
185.199.108.197,port_80_open,689
185.199.108.198,port_80_open,690
185.199.108.199,port_80_open,691
20.0.40.244,port_80_open,304
20.1.235.112,port_80_open,368
20.2.20.100,port_80_open,142
20.3.92.4,port_443_open,119
20.3.255.212,port_22_open,490
20.8.61.22,port_80_open,111
20.8.122.132,port_443_open,282
20.8.224.230,port_80_open,482
20.9.50.206,port_8443_open,285
20.9.112.60,port_443_open,201
20.10.101.244,port_8000_open,375
20.12.101.222,port_80_open,355
20.13.234.236,port_80_open,503
20.14.19.224,port_80_open,277
40.64.107.118,port_443_open,329
40.65.178.246,port_80_open,529
40.67.219.158,port_80_open,484
69.171.250.26,port_443_open,516
69.171.250.44,port_443_open,534
69.171.250.52,port_443_open,542
69.171.250.56,port_443_open,546
31.13.64.5,port_80_open,113
31.13.64.10,port_80_open,118
31.13.64.15,port_443_open,123
31.13.64.20,port_80_open,128
31.13.64.35,port_80_open,143
31.13.64.40,port_80_open,148
31.13.64.55,port_80_open,163
31.13.64.60,port_80_open,168
31.13.64.135,port_443_open,243
31.13.64.160,port_443_open,268
31.13.64.170,port_443_open,278
31.13.64.175,port_80_open,283
31.13.64.200,port_443_open,308
31.13.64.205,port_443_open,313
31.13.64.210,port_443_open,318
31.13.64.220,port_443_open,328
31.13.64.225,port_80_open,333
31.13.65.9,port_80_open,118
31.13.65.14,port_80_open,123
31.13.65.19,port_80_open,128
31.13.65.29,port_80_open,138
31.13.65.34,port_443_open,143
31.13.65.39,port_8080_open,148
31.13.65.49,port_80_open,158
31.13.65.54,port_80_open,163
31.13.65.59,port_443_open,168
31.13.65.129,port_443_open,238
31.13.65.134,port_80_open,243
31.13.65.169,port_80_open,278
31.13.65.174,port_80_open,283
31.13.65.199,port_443_open,308
31.13.65.209,port_443_open,318
31.13.65.214,port_443_open,323
31.13.65.224,port_443_open,333
31.13.66.3,port_80_open,113
31.13.66.8,port_443_open,118
31.13.66.18,port_80_open,128
31.13.66.28,port_80_open,138
31.13.66.33,port_80_open,143
31.13.66.38,port_80_open,148
31.13.66.48,port_80_open,158
31.13.66.58,port_80_open,168
31.13.66.133,port_443_open,243
31.13.66.143,port_443_open,253
31.13.66.168,port_443_open,278
31.13.66.173,port_443_open,283
31.13.66.193,port_80_open,303
31.13.66.198,port_443_open,308
31.13.66.203,port_80_open,313
31.13.66.208,port_443_open,318
31.13.66.223,port_443_open,333
31.13.66.228,port_443_open,338
31.13.67.2,port_443_open,113
31.13.67.12,port_443_open,123
31.13.67.17,port_80_open,128
31.13.67.22,port_443_open,133
31.13.67.32,port_443_open,143
31.13.67.37,port_80_open,148
31.13.67.42,port_443_open,153
31.13.67.52,port_80_open,163
31.13.67.142,port_443_open,253
31.13.67.167,port_80_open,278
31.13.67.172,port_80_open,283
31.13.67.192,port_443_open,303
31.13.67.202,port_443_open,313
31.13.67.222,port_443_open,333
208.80.152.131,port_443_open,571
103.102.166.5,port_443_open,376
103.102.166.6,port_22_open,377
103.102.166.14,port_443_open,385
103.102.166.20,port_80_open,391
205.251.192.0,port_53_open,648
205.251.192.5,port_53_open,653
205.251.192.10,port_53_open,658
205.251.192.15,port_53_open,663
205.251.192.20,port_53_open,668
205.251.192.25,port_53_open,673
205.251.192.30,port_53_open,678
205.251.192.35,port_53_open,683
205.251.192.40,port_53_open,688
205.251.192.45,port_53_open,693
205.251.192.50,port_53_open,698
205.251.192.55,port_53_open,703
205.251.192.60,port_53_open,708
205.251.192.65,port_53_open,713
205.251.192.70,port_53_open,718
205.251.192.75,port_53_open,723
205.251.192.80,port_53_open,728
205.251.192.85,port_53_open,733
205.251.192.90,port_53_open,738
205.251.192.95,port_53_open,743
205.251.192.100,port_53_open,748
205.251.192.105,port_53_open,753
205.251.192.110,port_53_open,758
205.251.192.115,port_53_open,763
205.251.192.120,port_53_open,768
205.251.192.125,port_53_open,773
205.251.192.130,port_53_open,778
205.251.192.135,port_53_open,783
205.251.192.140,port_53_open,788
205.251.192.145,port_53_open,793
205.251.192.150,port_53_open,798
205.251.192.155,port_53_open,803
205.251.192.160,port_53_open,808
205.251.192.165,port_53_open,813
205.251.192.170,port_53_open,818
205.251.192.175,port_53_open,823
205.251.192.180,port_53_open,828
205.251.192.185,port_53_open,833
205.251.192.190,port_53_open,838
205.251.192.195,port_53_open,843
205.251.192.200,port_53_open,848
205.251.192.205,port_53_open,853
205.251.192.210,port_53_open,858
205.251.192.215,port_53_open,863
205.251.192.220,port_53_open,868
205.251.192.225,port_53_open,873
205.251.192.230,port_53_open,878
205.251.192.235,port_53_open,883
205.251.192.240,port_53_open,888
205.251.192.245,port_53_open,893
205.251.192.250,port_53_open,898
205.251.192.255,port_53_open,903
205.251.193.4,port_53_open,653
205.251.193.9,port_53_open,658
205.251.193.14,port_53_open,663
205.251.193.19,port_53_open,668
205.251.193.24,port_53_open,673
205.251.193.29,port_53_open,678
205.251.193.34,port_53_open,683
205.251.193.39,port_53_open,688
205.251.193.44,port_53_open,693
205.251.193.49,port_53_open,698
205.251.193.54,port_53_open,703
205.251.193.59,port_53_open,708
205.251.193.64,port_53_open,713
205.251.193.69,port_53_open,718
205.251.193.74,port_53_open,723
205.251.193.79,port_53_open,728
205.251.193.84,port_53_open,733
205.251.193.89,port_53_open,738
205.251.193.94,port_53_open,743
205.251.193.99,port_53_open,748
205.251.193.104,port_53_open,753
205.251.193.109,port_53_open,758
205.251.193.114,port_53_open,763
205.251.193.119,port_53_open,768
205.251.193.124,port_53_open,773
205.251.193.129,port_53_open,778
205.251.193.134,port_53_open,783
205.251.193.139,port_53_open,788
